Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MLM,"Martin Marietta Materials, Inc.",207.3,$13.02B,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mlm
MAS,Masco Corporation,40.44,$12.67B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,61.35,$1.72B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",47.05,$3.9B,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,175.16,$194.23B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,29.91,$3.27B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,51.05,$1.03B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",28.64,$1.22B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",11.65,$223.49M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mlp
MAXR,Maxar Technologies Ltd.,46.25,$2.61B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr
MMS,"Maximus, Inc.",66.74,$4.35B,1997,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",22.75,$1.53B,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl
MBI,"MBIA, Inc.",9.26,$827.16M,1987,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mbi
MKC,"McCormick & Company, Incorporated",106.39,$13.95B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc.v
MDR,"McDermott International, Inc.",6.09,$1.74B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,156.38,$124.24B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,2.08,$701.07M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mux
MCK,McKesson Corporation,140.87,$29.07B,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",28.16,$5.5B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mdu
MTL,Mechel PAO,4.35,$905.39M,2004,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,1.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtl^
MRT,"MedEquities Realty Trust, Inc.",10.51,$335.13M,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mrt
MPW,"Medical Properties Trust, Inc.",13,$4.74B,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,93.45,$1.12B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,3.98,$216.81M,2011,n/a,n/a,https://www.nasdaq.com/symbol/mcc
MCV,Medley Capital Corporation,25.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,25.6437,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/mcx
MDLQ,Medley LLC,25.3212,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,24.97,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,5.7,$166.04M,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",55.63,$5.25B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/md
MDT,Medtronic plc,80.22,$108.73B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/mdt
MRK,"Merck & Company, Inc.",54.47,$146.86B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,45.87,$2.54B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,53.8,$2.41B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,45.25,$1.84B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",20.56,$1.83B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor
MER^K,"Merrill Lynch & Co., Inc.",25.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mer^k
MER^P,"Merrill Lynch & Co., Inc.",26.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mer^p
PIY,"Merrill Lynch Depositor, Inc.",14.815,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/piy
MTR,Mesa Royalty Trust,15.031,$28.01M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,25.75,$337.84M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb
MEI,"Methode Electronics, Inc.",39.1,$1.44B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",45.89,$47.57B,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",25.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^a
MCB,Metropolitan Bank Holding Corp.,42.11,$345.29M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mcb
MTD,"Mettler-Toledo International, Inc.",575.03,$14.63B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",10.96,$76.53M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",16.21,$243.6M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",7.53,$3B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",25.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfa^b
MFO,"MFA Financial, Inc.",25.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfo
MFCB,MFC Bancorp Ltd.,6.2159,$77.92M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/mfcb
MCR,MFS Charter Income Trust,8.12,$404.51M,1989,n/a,n/a,https://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,4.63,$150.94M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,3.93,$462.69M,1988,n/a,n/a,https://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,5.77,$411.85M,1987,n/a,n/a,https://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,6.52,$268.54M,1986,n/a,n/a,https://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,6.41,$45.41M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,13,$4.82B,1991,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mtg
MGP,MGM Growth Properties LLC,26.54,$7.06B,2016,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mgp
MGM,MGM Resorts International,35.02,$19.84B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,62.08,$9.45B,2011,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kors
MFGP,Micro Focus Intl PLC,14.04,$6.12B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mfgp
MAA,"Mid-America Apartment Communities, Inc.",91.24,$10.37B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/maa
MAA^I,"Mid-America Apartment Communities, Inc.",63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/maa^i
MSL,MidSouth Bancorp,12.65,$210.27M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/msl
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",13.33,$335.29M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mpo
MCRN,Milacron Holdings Corp.,20.14,$1.4B,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mcrn
MLR,"Miller Industries, Inc.",25,$284.61M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mlr
HIE,Miller/Howard High Income Equity Fund,11.41,$153.14M,2014,n/a,n/a,https://www.nasdaq.com/symbol/hie
MTX,Minerals Technologies Inc.,66.95,$2.37B,1992,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/mtx
MP^D,Mississippi Power Company,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mp^d
MG,Mistras Group Inc,18.94,$536.03M,2009,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/mg
MIXT,MiX Telematics Limited,15.55,$347.93M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",3.7,$46.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,11.39,$11.13B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mbt
MODN,"Model N, Inc.",18.05,$532.17M,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,21.15,$1.07B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mod
MC,Moelis & Company,50.85,$2.03B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/mc
MHK,"Mohawk Industries, Inc.",232.22,$17.28B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,81.18,$4.87B,2003,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,75.33,$12.26B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tap.a
MNR,Monmouth Real Estate Investment Corporation,15.04,$1.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mnr
MNR^C,Monmouth Real Estate Investment Corporation,24.2999,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mnr^c
MON,Monsanto Company,116.69,$51.44B,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mon
MCO,Moody&#39;s Corporation,161.3,$30.83B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mco
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mog.a
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mog.b
MS,Morgan Stanley,53.96,$96.69B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,22.79,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,28.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,28.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,26.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,27.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^i
MS^K,Morgan Stanley,26.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ms^k
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",18.21,$244.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,24.9,$544.85M,2006,n/a,n/a,https://www.nasdaq.com/symbol/caf
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.39,$196.02M,1993,n/a,n/a,https://www.nasdaq.com/symbol/msd
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7.82,$524.92M,2007,n/a,n/a,https://www.nasdaq.com/symbol/edd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",18.4296,$260.14M,1991,n/a,n/a,https://www.nasdaq.com/symbol/msf
IIF,"Morgan Stanley India Investment Fund, Inc.",30.38,$434.8M,1994,n/a,n/a,https://www.nasdaq.com/symbol/iif
MOSC,Mosaic Acquisition Corp.,9.75,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mosc
MOSC.U,Mosaic Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mosc.u
MOSC.WS,Mosaic Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mosc.ws
MOS,Mosaic Company (The),24.28,$9.35B,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",105.3,$16.99B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,38.4,$880.9M,n/a,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/mov
MPLX,MPLX LP,33.04,$26.23B,2012,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,16.44,$1.52B,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mrc
ICB,"MS Income Securities, Inc.",18.83,$168.78M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/icb
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,11.75,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hjv
MSA,MSA Safety Incorporporated,83.24,$3.18B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/msa
MSM,"MSC Industrial Direct Company, Inc.",91.71,$5.18B,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,149.47,$13.43B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/msci
MSGN,MSG Networks Inc.,22.6,$1.7B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/msgn
MLI,"Mueller Industries, Inc.",26.16,$1.51B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,10.87,$1.73B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mwa
MULE,"MuleSoft, Inc.",43.98,$5.86B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mule
MUR,Murphy Oil Corporation,25.84,$4.47B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,72.8,$2.44B,2013,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/musa
MVO,MV Oil Trust,7.86,$90.39M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mvo
MVC,"MVC Capital, Inc.",9.93,$186.89M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mvc
MVCD,"MVC Capital, Inc.",25.22,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mvcd
MYE,"Myers Industries, Inc.",21.15,$645.27M,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/mye
MYOV,Myovant Sciences Ltd.,21.27,$1.3B,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myov
NBR,Nabors Industries Ltd.,6.99,$2.21B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbr
NC,"NACCO Industries, Inc.",32.85,$227.75M,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/nc
NTP,Nam Tai Property Inc.,12.45,$467.82M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/ntp
NTEST,NASDAQ TEST STOCK,30.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest.a
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest.b
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ntest.c
NBHC,National Bank Holdings Corporation,33.25,$1.02B,2012,Finance,Major Banks,https://www.nasdaq.com/symbol/nbhc
NFG,National Fuel Gas Company,51.45,$4.41B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfg
NGG,"National Grid Transco, PLC",56.43,$37.94B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ngg
NHI,"National Health Investors, Inc.",67.29,$2.79B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nhi
NOV,"National Oilwell Varco, Inc.",36.81,$13.99B,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nov
NPK,"National Presto Industries, Inc.",93.75,$653.26M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/npk
NNN,National Retail Properties,39.26,$6.04B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nnn
NNN^E,National Retail Properties,25.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nnn^e
NNN^F,National Retail Properties,23.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nnn^f
SID,National Steel Company,2.63,$3.57B,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/sid
NSA,National Storage Affiliates Trust,25.08,$1.26B,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nsa
NSA^A,National Storage Affiliates Trust,24.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nsa^a
NSM,Nationstar Mortgage Holdings Inc.,17.96,$1.79B,2012,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nsm
NGS,"Natural Gas Services Group, Inc.",23.85,$309.63M,2002,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ngs
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",7.16,$160.02M,2012,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/ngvc
NRP,Natural Resource Partners LP,28.7,$351.33M,2002,Energy,Coal Mining,https://www.nasdaq.com/symbol/nrp
NTZ,"Natuzzi, S.p.A.",1.64,$89.96M,1993,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/ntz
NLS,"Nautilus Group, Inc. (The)",13.45,$408.37M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/nls
NCI,"Navigant Consulting, Inc.",19.24,$867.1M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/nci
NVGS,Navigator Holdings Ltd.,11.75,$652.47M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nvgs
NNA,Navios Maritime Acquisition Corporation,0.84,$126.3M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nna
NM,Navios Maritime Holdings Inc.,0.8979,$107.34M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nm
NM^G,Navios Maritime Holdings Inc.,12.18,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nm^g
NM^H,Navios Maritime Holdings Inc.,12.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nm^h
NAP,Navios Maritime Midstream Partners LP,4.04,$84.63M,2014,n/a,n/a,https://www.nasdaq.com/symbol/nap
NMM,Navios Maritime Partners LP,1.8,$299.2M,2007,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmm
NAV,Navistar International Corporation,34.97,$3.45B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,20.7,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav^d
NCS,"NCI Building Systems, Inc.",17.7,$1.17B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ncs
NCR,NCR Corporation,31.52,$3.74B,n/a,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ncr
NP,"Neenah, Inc.",78.4,$1.32B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/np
NNI,"Nelnet, Inc.",52.41,$2.14B,2003,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nni
NPTN,NeoPhotonics Corporation,6.85,$303.31M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/nptn
NETS,Netshoes (Cayman) Limited,5.92,$183.67M,2017,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nets
NVRO,Nevro Corp.,86.67,$2.59B,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvro
HYB,"New America High Income Fund, Inc. (The)",8.7,$203.31M,1988,n/a,n/a,https://www.nasdaq.com/symbol/hyb
GF,"New Germany Fund, Inc. (The)",19.5308,$310.77M,1990,n/a,n/a,https://www.nasdaq.com/symbol/gf
NWHM,New Home Company Inc. (The),11.08,$231.32M,2014,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nwhm
IRL,"New Ireland Fund, Inc. (The)",12.05,$60.03M,1990,n/a,n/a,https://www.nasdaq.com/symbol/irl
NEWM,New Media Investment Group Inc.,17.14,$912.25M,2014,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/newm
NMFC,New Mountain Finance Corporation,13.15,$998.55M,2011,n/a,n/a,https://www.nasdaq.com/symbol/nmfc
EDU,"New Oriental Education & Technology Group, Inc.",87.65,$13.82B,2006,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/edu
NEWR,"New Relic, Inc.",74.12,$4.11B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/newr
NRZ,New Residential Investment Corp.,16.45,$5.53B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nrz
SNR,New Senior Investment Group Inc.,8.18,$671.98M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snr
NWY,"New York & Company, Inc.",3.38,$216.51M,2004,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/nwy
NYCB,"New York Community Bancorp, Inc.",13.03,$6.39B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/nycb
NYCB^A,"New York Community Bancorp, Inc.",27.23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nycb^a
NYCB^U,"New York Community Bancorp, Inc.",50,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nycb^u
NYRT,"New York REIT, Inc.",21.51,$361.21M,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nyrt
NYT,New York Times Company (The),24.1,$3.97B,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nyt
NWL,Newell Brands Inc.,25.48,$12.36B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/nwl
NFX,Newfield Exploration Company,24.42,$4.88B,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nfx
NJR,NewJersey Resources Corporation,40.1,$3.51B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/njr
NEU,NewMarket Corporation,401.68,$4.73B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/neu
NEM,Newmont Mining Corporation,39.07,$20.85B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nem
